run_id,pipeline,segment,speaker,source,sentence_type,quote_intent,passage_ref,quote_text,verified,match_ratio,match_chapter,match_snippet
emb_v01_baseline,embedding,Richard's Gamble: The Slow Unraveling,Eleanor Hartley,tagged,quote_reading,quotation,c51:p59,"His hopefulness had long been more painful to me than his despondency; it was so unlike hopefulness, had something so fierce in its determination to be it, was so hungry and eager, and yet so conscious of being forced and unsustainable.",True,0.889,c51,"efulness had long been more painful to me than his
despondency; it was so unlike hopefulness, had something so fierce in
its determination to be it, was so hungry and eager, and yet so
conscious of be"
emb_v01_baseline,embedding,A Secret in the Shadows: Lady Dedlock and Narrative Concealment,Caroline Woodcourt,tagged,quote_reading,quotation,c2:p2,The view from my Lady Dedlock's own windows is alternately a lead-coloured view and a view in Indian ink.,True,1.000,c2,"r the
falling rain. The view from my Lady Dedlock’s own windows is
alternately a lead-coloured view and a view in Indian ink. The vases
on the st"
emb_v01_baseline,embedding,A Secret in the Shadows: Lady Dedlock and Narrative Concealment,Caroline Woodcourt,tagged,quote_reading,quotation,c12:p116,"They meet again at dinner—again, next day—again, for many days in succession.",True,1.000,c12,"at dinner—again, next
day—again, for many days in succession. Lady Dedlock is always the
same exhausted deity, surroun"
emb_v01_baseline,embedding,A Secret in the Shadows: Lady Dedlock and Narrative Concealment,Eleanor Hartley,tagged,quote_reading,quotation,c12:p116,"Lady Dedlock is always the same exhausted deity, surrounded by worshippers, and terribly liable to be bored to death, even while presiding at her own shrine.",True,1.000,c12,"lways the
same exhausted deity, surrounded by worshippers, and terribly liable
to be bored to death, even while presiding at her own shrine. Mr.
Tulkinghorn is always the same speechless repository"
emb_v01_baseline,embedding,A Secret in the Shadows: Lady Dedlock and Narrative Concealment,James Blackstone,tagged,quote_reading,quotation,c12:p116,"But whether each evermore watches and suspects the other, evermore mistrustful of some great reservation; whether each is evermore prepared at all points for the other, and never to be taken unawares; what each would give to know how much the other knows—all this is hidden, for the time, in their ow",True,1.000,c12,"evermore
watches and suspects the other, evermore mistrustful of some great
reservation; whether each is evermore prepared at all points for the
other, and never to be taken unawares; what each would "
emb_v01_baseline,embedding,A Secret in the Shadows: Lady Dedlock and Narrative Concealment,Caroline Woodcourt,tagged,quote_reading,quotation,c40:p95,"By the light of the fire he can be seen looking towards the moonlight. By the moonlight, Lady Dedlock can be seen in profile, perfectly still.",True,1.000,c40,"light of the fire he can be seen looking towards the
moonlight. By the moonlight, Lady Dedlock can be seen in profile,
perfectly still.
“The captain in the army being dead, she beli"
emb_v01_baseline,embedding,A Secret in the Shadows: Lady Dedlock and Narrative Concealment,James Blackstone,tagged,quote_reading,quotation,c40:p47,"a shade is on my Lady's face, as if she thought, 'I would he were!'",True,0.867,c40,"de is on my Lady’s face, as if she
thought, “I would he were!”
“Mr. Tulkinghorn,” says Sir Leicester, “is a"
emb_v01_baseline,embedding,The Blighted Street: Jo and Social Indifference,James Blackstone,tagged,quote_reading,quotation,c16:p7,"comes and goes, fetching and carrying fever and sowing more evil in its every footprint than Lord Coodle, and Sir Thomas Doodle, and the Duke of Foodle, and all the fine gentlemen in office, down to Zoodle, shall set right in five hundred years.",True,0.889,c16,"and goes, fetching and carrying fever and sowing more
evil in its every footprint than Lord Coodle, and Sir Thomas Doodle,
and the Duke of Foodle, and all the fine gentlemen in office, down to
Zoodle,"
emb_v01_baseline,embedding,The Blighted Street: Jo and Social Indifference,Caroline Woodcourt,tagged,quote_reading,quotation,c19:p109,"From the boy's face one might suppose that sacred emblem to be, in his eyes, the crowning confusion of the great, confused city — so golden, so high up, so far out of his reach.",True,1.000,c19,"From the boy’s face one might
suppose that sacred emblem to be, in his eyes, the crowning confusion
of the great, confused city—so golden, so high up, so far out of hi"
emb_v01_baseline,embedding,The Blighted Street: Jo and Social Indifference,James Blackstone,tagged,quote_reading,quotation,c16:p11,"It must be a strange state, not merely to be told that I am scarcely human, but to feel it of my own knowledge all my life!",False,0.587,c16,"overlooked me until I became the
creature that I am! It must be a strange state, not merely to be told
that I am scarcely human (as in the case of my offering myse"
emb_v01_baseline,embedding,The Blighted Street: Jo and Social Indifference,James Blackstone,tagged,quote_reading,quotation,c31:p74,"Is it not a horrible reflection, that if this wretched creature were a convicted prisoner, his hospital would be wide open to him, and he would be as well taken care of as any sick boy in the kingdom?",False,0.160,c31,"not the least idea what he is to do then. But
I have no doubt he’ll do it.”
“Now, is it not a horrible reflection,” said my guardian, to whom I
had hastily explained the unavailing efforts of the two "
emb_v01_baseline,embedding,The Blighted Street: Jo and Social Indifference,Caroline Woodcourt,tagged,quote_reading,quotation,c46:p48,"the young lady that was such a pretty dear caught his illness, lost her beautiful looks, and wouldn't hardly be known for the same young lady now.",False,0.683,c46,"n seen or
heard of since till I set eyes on him just now. And that young lady
that was such a pretty dear caught his illness, lost her beautiful
looks, and wouldn’t hardly be known for t"
emb_v01_baseline,embedding,The Blighted Street: Jo and Social Indifference,James Blackstone,tagged,quote_reading,quotation,c16:p11,"His whole material and immaterial life is wonderfully strange; his death, the strangest thing of all.",True,1.000,c16,"be strange! His whole material and
immaterial life is wonderfully strange; his death, the strangest
thing of all.
Jo comes out of Tom-all-Alo"
emb_v01_baseline,embedding,"Law, Laughter, and Loose Threads",Eleanor Hartley,tagged,quote_reading,quotation,c1:p9,"In trickery, evasion, procrastination, spoliation, botheration, under false pretences of all sorts, there are influences that can never come to good.",True,1.000,c1,"r by it. In
trickery, evasion, procrastination, spoliation, botheration, under
false pretences of all sorts, there are influences that can never
come to good. The very solicitors’ boys who"
emb_v01_baseline,embedding,"Law, Laughter, and Loose Threads",James Blackstone,tagged,quote_reading,quotation,c39:p3,The one great principle of the English law is to make business for itself.,True,1.000,c39,"e Vale
of Taunton.
The one great principle of the English law is to make business for
itself. There is no other pr"
emb_v01_baseline,embedding,"Law, Laughter, and Loose Threads",Caroline Woodcourt,tagged,quote_reading,quotation,c1:p9,Even those who have contemplated its history from the outermost circle of such evil have been insensibly tempted into a loose way of letting bad things alone to take their own bad course.,True,0.886,c1,"o have contemplated its history
from the outermost circle of such evil have been insensibly tempted
into a loose way of letting bad things alone to take their own bad
course, and a loose belief that i"
emb_v01_baseline,embedding,"Law, Laughter, and Loose Threads",Eleanor Hartley,tagged,quote_reading,quotation,c16:p5,"What connexion can there be between the place in Lincolnshire, the house in town, the Mercury in powder, and the whereabout of Jo the outlaw with the broom, who had that distant ray of light upon him when he swept the churchyard-step?",True,1.000,c16,"cut his throat!
What connexion can there be between the place in Lincolnshire, the
house in town, the Mercury in powder, and the whereabout of Jo the
outlaw with the broom, who had that distant ray of"
emb_v01_baseline,embedding,"Law, Laughter, and Loose Threads",Eleanor Hartley,inline,analysis,uncertain,c16:p5,loose way of letting bad things alone,True,1.000,c1,"into a loose way of letting bad things alone to take their own bad
course, an"
emb_v01_baseline,embedding,"Law, Laughter, and Loose Threads",James Blackstone,inline,analysis,quotation,c16:p5,that distant ray of light upon him,True,1.000,c16,"broom, who had that distant ray of light upon him
when he swept the churc"
emb_v01_baseline,embedding,"Law, Laughter, and Loose Threads",Caroline Woodcourt,tagged,quote_reading,quotation,c65:p3,"It appeared to be something droll, for occasionally there was a laugh and a cry of 'Silence!' It appeared to be something interesting, for every one was pushing and striving to get nearer.",True,0.851,c65,"ld neither see nor hear what
was passing within. It appeared to be something droll, for
occasionally there was a laugh and a cry of “Silence!” It appeared to
be something interesting, for every one wa"
emb_v01_baseline,embedding,"Law, Laughter, and Loose Threads",Caroline Woodcourt,tagged,quote_reading,quotation,c65:p3,"There were several young counsellors in wigs and whiskers on the outside of the crowd, and when one of them told the others about it, they put their hands in their pockets, and quite doubled themselves up with laughter, and went stamping about the pavement of the Hall.",True,1.000,c65,"very merry, for there were several young counsellors in
wigs and whiskers on the outside of the crowd, and when one of them
told the others about it, they put their hands in their pockets, and
quite d"
emb_v01_baseline,embedding,"Law, Laughter, and Loose Threads",Eleanor Hartley,inline,analysis,uncertain,c65:p3,It appeared to be something droll... it appeared to be something interesting,False,0.515,c65,"s passing within. It appeared to be something droll, for
occasionally there was a laugh and a cry of “Silence!” It a"
emb_v01_baseline,embedding,The Circumlocution Office and Its Victims: Where Stories Converge,Caroline Woodcourt,tagged,quote_reading,quotation,c2:p12,"She supposes herself to be an inscrutable Being, quite out of the reach and ken of ordinary mortals — seeing herself in her glass, where indeed she looks so.",True,1.000,c2,"e world. She supposes
herself to be an inscrutable Being, quite out of the reach and ken of
ordinary mortals—seeing herself in her glass, w"
emb_v01_baseline,embedding,The Circumlocution Office and Its Victims: Where Stories Converge,Eleanor Hartley,tagged,quote_reading,quotation,c2:p12,"Who, in hooking one, hook all and bear them off as Lemuel Gulliver bore away the stately fleet of the majestic Lilliput.",True,1.000,c2,"r them; who, in hooking one, hook
all and bear them off as Lemuel Gulliver bore away the stately fleet
of the majestic Lilliput. “If you want to address our peo"
emb_v01_baseline,embedding,The Circumlocution Office and Its Victims: Where Stories Converge,Caroline Woodcourt,tagged,quote_reading,quotation,c39:p1,"Three feet of knotty-floored dark passage bring the client to Mr. Vholes's jet-black door, in an angle profoundly dark on the brightest midsummer morning.",True,0.884,c39,"Three
feet of knotty-floored dark passage bring the client to Mr. Vholes’s
jet-black door, in an angle profoundly dark on the brightest
midsummer morning and encumbered by a black bulk-head of c"
emb_v01_baseline,embedding,The Circumlocution Office and Its Victims: Where Stories Converge,Caroline Woodcourt,tagged,quote_reading,quotation,c39:p1,A smell as of unwholesome sheep blending with the smell of must and dust is referable to the nightly — and often daily — consumption of mutton fat in candles and to the fretting of parchment forms and skins in greasy drawers.,True,1.000,c39,"r poking the fire.
A smell as of unwholesome sheep blending with the smell of must and
dust is referable to the nightly (and often daily) co"
emb_v01_baseline,embedding,The Circumlocution Office and Its Victims: Where Stories Converge,Eleanor Hartley,tagged,quote_reading,quotation,c39:p6,"Mr. Vholes, with his three daughters and his father in the Vale of Taunton, is continually doing duty, like a piece of timber, to shore up some decayed foundation that has become a pitfall and a nuisance.",True,1.000,c39,"In a word, Mr. Vholes, with his three daughters and his father in the
Vale of Taunton, is continually doing duty, like a piece of timber,
to shore up some decayed foundation that has become a pitfall "
emb_v01_baseline,embedding,The Circumlocution Office and Its Victims: Where Stories Converge,James Blackstone,tagged,quote_reading,quotation,c39:p6,"The question is never one of a change from wrong to right — which is quite an extraneous consideration — but is always one of injury or advantage to that eminently respectable legion, Vholes.",True,1.000,c39,"instances, the
question is never one of a change from wrong to right (which is quite
an extraneo"
emb_v01_baseline,embedding,The Circumlocution Office and Its Victims: Where Stories Converge,Caroline Woodcourt,tagged,quote_reading,quotation,c24:p83,To behold the Lord Chancellor and the whole array of practitioners under him looking at one another and at the spectators as if nobody had ever heard that all over England the name in which they were assembled was a bitter jest —,False,0.031,c24,"indignation, was known for something so flagrant and bad that little
short of a miracle could bring any good out of it to any one—this
was so curious and self-contradictory to me, who had no experienc"
emb_v01_baseline,embedding,The Circumlocution Office and Its Victims: Where Stories Converge,Caroline Woodcourt,tagged,quote_reading,quotation,c24:p83,"— was held in universal horror, contempt, and indignation, was known for something so flagrant and bad that little short of a miracle could bring any good out of it to any one.",False,0.055,c24,"that little
short of a miracle could bring any good out of it to any one—this
was so curious and self-contradictory to me, who had no experience of
it, that it was at first incredible, and I could not"
emb_v01_baseline,embedding,"Redemption, Ruin, and the Cost of Truth",Eleanor Hartley,tagged,quote_reading,quotation,c47:p104,For the cart so hard to draw is near its journey's end and drags over stony ground.,True,1.000,c47,"For the cart so hard to draw is near its journey’s end and drags over
stony ground. All round the clock it labours up the b"
emb_v01_baseline,embedding,"Redemption, Ruin, and the Cost of Truth",Caroline Woodcourt,inline,analysis,quotation,c47:p104,Not many times can the sun rise and behold it still upon its weary road,True,1.000,c47,"Not many times can the sun rise and behold it
still upon its weary road.
Phil Squod, with his smoky gunpowder v"
emb_v01_baseline,embedding,"Redemption, Ruin, and the Cost of Truth",James Blackstone,tagged,quote_reading,quotation,c55:p103,So! All is broken down.,True,1.000,c55,"is broken down. Her name is in these many mouths, her husband
k"
emb_v01_baseline,embedding,"Redemption, Ruin, and the Cost of Truth",Eleanor Hartley,inline,analysis,topic,c55:p103,may be spreading while she thinks about it,True,1.000,c55,"reading while
she thinks about it—and in addition to the thunderbolt so long
fores"
emb_v01_baseline,embedding,"Redemption, Ruin, and the Cost of Truth",Eleanor Hartley,tagged,quote_reading,quotation,c66:p0,"It is a lame story, feebly whispering and creeping about, and any brighter spark of life it shows soon dies away.",True,1.000,c66,"ld their peace;
but it is a lame story, feebly whispering and creeping about, and any
brighter spark of life it shows soon dies away. It is known for
cer"
emb_v01_baseline,embedding,"Redemption, Ruin, and the Cost of Truth",James Blackstone,inline,analysis,uncertain,c66:p0,like charmers reduced to flirting with grim death,True,1.000,c66,"er with large
fans—like charmers reduced to flirting with grim death, after losing
all th"
emb_v01_baseline,embedding,"Redemption, Ruin, and the Cost of Truth",Caroline Woodcourt,tagged,quote_reading,quotation,c60:p97,"His old light-hearted manner was all gone, but it shone out of him sometimes as I had occasionally known little momentary glimpses of my own old face to look out upon me from the glass.",True,1.000,c60,"is old light-hearted manner was all
gone, but it shone out of him sometimes as I had occasionally known
little momentary glimpses of my own old face to look out upon me from
the glass. His laugh had n"
emb_v01_baseline,embedding,"Redemption, Ruin, and the Cost of Truth",Caroline Woodcourt,tagged,quote_reading,quotation,c60:p97,"And then — ""His laugh had not quite left him either, but it was like the echo of a joyful sound, and that is always sorrowful.""",True,1.000,c60,"is laugh had not quite left him either, but it was like
the echo of a joyful sound, and that is always sorrowful.
Yet he was as glad as ever, in his old a"
emb_v02_more_jo,embedding,Opening: The Fog and the City,James Blackstone,tagged,quote_reading,quotation,c1:p0,"As much mud in the streets as if the waters had but newly retired from the face of the earth, and it would not be wonderful to meet a Megalosaurus, forty feet long or so, waddling like an elephantine lizard up Holborn Hill.",True,1.000,c1,"e November weather. As much mud in
the streets as if the waters had but newly retired from the face of
the earth, and it would not be wonderful to meet a Megalosaurus,
forty feet long or so, waddling "
emb_v02_more_jo,embedding,Opening: The Fog and the City,Caroline Woodcourt,tagged,quote_reading,quotation,c1:p0,"gone into mourning, one might imagine, for the death of the sun.",True,1.000,c1,"l-grown
snowflakes—gone into mourning, one might imagine, for the death of
the sun. Dogs, undistinguisha"
emb_v02_more_jo,embedding,Opening: The Fog and the City,James Blackstone,tagged,quote_reading,quotation,c1:p3,"The raw afternoon is rawest, and the dense fog is densest, and the muddy streets are muddiest near that leaden-headed old obstruction, appropriate ornament for the threshold of a leaden-headed old corporation, Temple Bar.",True,1.000,c1,"d unwilling
look.
The raw afternoon is rawest, and the dense fog is densest, and the
muddy streets are muddiest near that leaden-headed old obstruction,
appropriate ornament for the threshold of a lea"
emb_v02_more_jo,embedding,Opening: The Fog and the City,Eleanor Hartley,tagged,quote_reading,quotation,c1:p5,"This is the Court of Chancery, which has its decaying houses and its blighted lands in every shire, which has its worn-out lunatic in every madhouse and its dead in every churchyard, which has its ruined suitor with his slipshod heels and threadbare dress borrowing and begging through the round of e",True,0.886,c1,"the
Court of Chancery, which has its decaying houses and its blighted
lands in every shire, which has its worn-out lunatic in every
madhouse and its dead in every churchyard, which has its ruined
suit"
emb_v02_more_jo,embedding,Opening: The Fog and the City,Caroline Woodcourt,inline,analysis,quotation,c1:p5,Suffer any wrong that can be done you rather than come here.,True,0.874,c1,"y wrong that can be done you rather than come
here!”
Who happen to be in the Lord Chancellor’s court"
emb_v02_more_jo,embedding,Jo's Impossible World: Dickens and Social Indictment,Eleanor Hartley,tagged,quote_reading,quotation,c16:p5,"What connexion can there be between the place in Lincolnshire, the house in town, the Mercury in powder, and the whereabout of Jo the outlaw with the broom, who had that distant ray of light upon him when he swept the churchyard-step?",True,1.000,c16,"cut his throat!
What connexion can there be between the place in Lincolnshire, the
house in town, the Mercury in powder, and the whereabout of Jo the
outlaw with the broom, who had that distant ray of"
emb_v02_more_jo,embedding,Jo's Impossible World: Dickens and Social Indictment,James Blackstone,tagged,quote_reading,quotation,c16:p11,"It must be a strange state, not merely to be told that I am scarcely human — as in the case of my offering myself for a witness — but to feel it of my own knowledge all my life!",True,1.000,c16,"that I am! It must be a strange state, not merely to be told
that I am scarcely human (as in the case of my offer"
emb_v02_more_jo,embedding,Jo's Impossible World: Dickens and Social Indictment,Caroline Woodcourt,tagged,quote_reading,quotation,c16:p11,"...to think — for perhaps Jo DOES think at odd times — what does it all mean, and if it means anything to anybody, how comes it that it means nothing to me?",False,0.732,c16,"hurches on
Sundays, with their books in their hands, and to think (for perhaps
Jo DOES think at odd times) what does it all mean, and if it means
anything to anybody, how comes it that it means noth"
emb_v02_more_jo,embedding,Jo's Impossible World: Dickens and Social Indictment,Eleanor Hartley,tagged,quote_reading,quotation,c47:p38,He is not a genuine foreign-grown savage; he is the ordinary home-made article.,True,1.000,c47,"nfamiliarity; he
is not a genuine foreign-grown savage; he is the ordinary home-made
article. Dirty, ugly, disagreeable"
emb_v02_more_jo,embedding,Jo's Impossible World: Dickens and Social Indictment,James Blackstone,tagged,quote_reading,quotation,c19:p54,"Do you hear, Jo? It is nothing to you or to any one else that the great lights of the parliamentary sky have failed for some few years in this business to set you the example of moving on.",True,1.000,c19,"e on.”
Do you hear, Jo? It is nothing to you or to any one else that the
great lights of the parliamentary sky have failed for some few years
in this business to set you the example of moving on. The "
emb_v02_more_jo,embedding,Jo's Impossible World: Dickens and Social Indictment,James Blackstone,tagged,quote_reading,quotation,c19:p54,The one grand recipe remains for you — the profound philosophical prescription — the be-all and the end-all of your strange existence upon earth. Move on!,True,1.000,c19,"ng on. The one grand
recipe remains for you—the profound philosophical presc"
emb_v02_more_jo,embedding,Jo's Impossible World: Dickens and Social Indictment,Caroline Woodcourt,tagged,quote_reading,quotation,c31:p49,"I have been moved on, and moved on, more nor ever I was afore, since the t'other one give me the sov'ring. Mrs. Snagsby, she's always a-watching, and a-driving of me — what have I done to her?",True,1.000,c31,"er tone. “I have been moved
on, and moved on, more nor ever I was afore, since the t’other one
give me the sov’ring. Mrs. Snagsby, she’s always a-watching, and
a-driving of me—what have I done to her?"
emb_v02_more_jo,embedding,Jo's Impossible World: Dickens and Social Indictment,Eleanor Hartley,tagged,quote_reading,quotation,c46:p81,"'Hook it! Nobody wants you here,' he ses. 'You hook it. You go and tramp,' he ses. 'You move on,' he ses.",True,1.000,c46,"and ses ‘Hook it! Nobody wants you here,’ he ses.
‘You hook it. You go and tramp,’ he ses. ‘You move on,’ he ses.
‘Don’t let me ever see you nowh"
emb_v02_more_jo,embedding,The Art of Dickens' Double Narrative,Eleanor Hartley,tagged,quote_reading,quotation,c2:p2,The view from my Lady Dedlock's own windows is alternately a lead-coloured view and a view in Indian ink.,True,1.000,c2,"r the
falling rain. The view from my Lady Dedlock’s own windows is
alternately a lead-coloured view and a view in Indian ink. The vases
on the st"
emb_v02_more_jo,embedding,The Art of Dickens' Double Narrative,James Blackstone,inline,quote_setup,quotation,c2:p2,put quite out of temper.,True,1.000,c2,"he gate, has been put quite out of
temper. My Lady Dedlock says"
emb_v02_more_jo,embedding,The Art of Dickens' Double Narrative,James Blackstone,tagged,quote_reading,quotation,c2:p2,My Lady Dedlock says she has been 'bored to death.',True,0.860,c2,"mper. My Lady Dedlock says she has been “bored to death.”
Therefore my Lady Dedlock has com"
emb_v02_more_jo,embedding,The Art of Dickens' Double Narrative,Eleanor Hartley,tagged,quote_reading,quotation,c12:p116,"Lady Dedlock is always the same exhausted deity, surrounded by worshippers, and terribly liable to be bored to death, even while presiding at her own shrine.",True,1.000,c12,"lways the
same exhausted deity, surrounded by worshippers, and terribly liable
to be bored to death, even while presiding at her own shrine. Mr.
Tulkinghorn is always the same speechless repository"
emb_v02_more_jo,embedding,The Art of Dickens' Double Narrative,Eleanor Hartley,tagged,quote_reading,quotation,c12:p116,"Mr. Tulkinghorn is always the same speechless repository of noble confidences, so oddly out of place and yet so perfectly at home.",True,1.000,c12,"s always the same speechless repository of noble
confidences, so oddly out of place and yet so perfectly at home. They
appear to take as little note of one another as any"
emb_v02_more_jo,embedding,The Art of Dickens' Double Narrative,Eleanor Hartley,inline,analysis,quotation,c12:p116,speechless repository,True,1.000,c12,"tory of noble
confidences, so oddly out of place and yet so p"
emb_v02_more_jo,embedding,The Art of Dickens' Double Narrative,James Blackstone,inline,analysis,uncertain,c12:p116,speechless repository of noble confidences.,True,0.875,c12,"ences, so oddly out of place and yet so perfectly at home. They
appear to take as l"
emb_v02_more_jo,embedding,The Art of Dickens' Double Narrative,James Blackstone,tagged,quote_reading,quotation,c12:p116,"But whether each evermore watches and suspects the other, evermore mistrustful of some great reservation; whether each is evermore prepared at all points for the other, and never to be taken unawares; what each would give to know how much the other knows —",True,0.886,c12,"watches and suspects the other, evermore mistrustful of some great
reservation; whether each is evermore prepared at all points for the
other, and never to be taken unawares; what each would give to k"
emb_v02_more_jo,embedding,The Art of Dickens' Double Narrative,James Blackstone,tagged,quote_reading,quotation,c12:p116,"— all this is hidden, for the time, in their own hearts.",True,0.875,c12,"or the time, in their
own hearts."
emb_v02_more_jo,embedding,The Art of Dickens' Double Narrative,Caroline Woodcourt,inline,analysis,uncertain,c12:p116,"Hidden, for the time, in their own hearts",True,1.000,c12,"me, in their
own hearts."
emb_v02_more_jo,embedding,The Art of Dickens' Double Narrative,Eleanor Hartley,tagged,quote_reading,quotation,c40:p95,"By the light of the fire he can be seen looking towards the moonlight. By the moonlight, Lady Dedlock can be seen in profile, perfectly still.",True,1.000,c40,"light of the fire he can be seen looking towards the
moonlight. By the moonlight, Lady Dedlock can be seen in profile,
perfectly still.
“The captain in the army being dead, she beli"
